index,title,question_id,answer_id,question_url,answer_url,loc_gpt,comments_gpt,comments_density_gpt,cc_gpt,npath_gpt,cognitive_gpt,var_names_gpt,mi_gpt,loc_stackoverflow,comments_stackoverflow,comments_density_stackoverflow,cc_stackoverflow,npath_stackoverflow,cognitive_stackoverflow,var_names_stackoverflow,mi_stackoverflow,up_votes,comment_count,answer_count,score,favorite_count
1035,Break when exception is thrown,3066199,3066280,https://stackoverflow.com/questions/3066199/break-when-exception-is-thrown,https://stackoverflow.com/questions/3066199/break-when-exception-is-thrown/3066280#3066280,6.0,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,161.45285076001412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,253.0,2.0,2.0,253.0,0.0
1036,How to format LocalDate to string?,28177370,28178034,https://stackoverflow.com/questions/28177370/how-to-format-localdate-to-string,https://stackoverflow.com/questions/28177370/how-to-format-localdate-to-string/28178034#28178034,10.0,4.0,0.4,1.0,1.0,1.0,7.5,126.15512858364627,5.0,0.0,0.0,1.0,1.0,1.0,11.0,123.55501943600908,257.0,3.0,7.0,253.0,0.0
1037,Java ArrayList how to add elements at the beginning,12949690,12949719,https://stackoverflow.com/questions/12949690/java-arraylist-how-to-add-elements-at-the-beginning,https://stackoverflow.com/questions/12949690/java-arraylist-how-to-add-elements-at-the-beginning/12949719#12949719,17.0,2.0,0.1176470588235294,1.0,1.0,1.0,1.0,156.0372906109077,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,258.0,3.0,15.0,253.0,0.0
1038,Float and double datatype in Java,27598078,27598164,https://stackoverflow.com/questions/27598078/float-and-double-datatype-in-java,https://stackoverflow.com/questions/27598078/float-and-double-datatype-in-java/27598164#27598164,6.0,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,161.45285076001412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,254.0,8.0,9.0,252.0,0.0
1039,Normalization in DOM parsing with java - how does it work?,13786607,13787629,https://stackoverflow.com/questions/13786607/normalization-in-dom-parsing-with-java-how-does-it-work,https://stackoverflow.com/questions/13786607/normalization-in-dom-parsing-with-java-how-does-it-work/13787629#13787629,27.0,0.0,0.0,1.0,1.0,1.0,1.0,153.6316482967775,16.0,0.0,0.0,1.0,1.0,1.0,1.0,156.35253864435316,252.0,7.0,3.0,252.0,0.0
1040,How to format a Java string with leading zero?,4051887,4051991,https://stackoverflow.com/questions/4051887/how-to-format-a-java-string-with-leading-zero,https://stackoverflow.com/questions/4051887/how-to-format-a-java-string-with-leading-zero/4051991#4051991,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,252.0,0.0,24.0,251.0,0.0
1043,Java: parse int value from a char,4968323,4968343,https://stackoverflow.com/questions/4968323/java-parse-int-value-from-a-char,https://stackoverflow.com/questions/4968323/java-parse-int-value-from-a-char/4968343#4968343,7.0,0.0,0.0,1.0,1.0,1.0,2.0,149.42228289984126,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,251.0,0.0,9.0,251.0,0.0
1044,How do I apply the for-each loop to every character in a String?,2451650,2451660,https://stackoverflow.com/questions/2451650/how-do-i-apply-the-for-each-loop-to-every-character-in-a-string,https://stackoverflow.com/questions/2451650/how-do-i-apply-the-for-each-loop-to-every-character-in-a-string/2451660#2451660,8.0,1.0,0.125,2.0,2.0,1.0,2.6666666666666665,143.83747008447486,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,251.0,0.0,9.0,251.0,0.0
1045,Using Mockito to test abstract classes,1087339,4317631,https://stackoverflow.com/questions/1087339/using-mockito-to-test-abstract-classes,https://stackoverflow.com/questions/1087339/using-mockito-to-test-abstract-classes/4317631#4317631,12.0,5.0,0.4166666666666667,1.0,1.0,1.0,7.333333333333333,125.57111675312106,12.0,0.0,0.0,3.0,1.0,1.0,1.0,157.3884854211024,253.0,2.0,12.0,252.0,0.0
1046,Should I instantiate instance variables on declaration or in the constructor?,1994218,1994232,https://stackoverflow.com/questions/1994218/should-i-instantiate-instance-variables-on-declaration-or-in-the-constructor,https://stackoverflow.com/questions/1994218/should-i-instantiate-instance-variables-on-declaration-or-in-the-constructor/1994232#1994232,20.0,0.0,0.0,3.0,2.0,1.0,8.0,121.04523920230592,14.0,0.0,0.0,2.0,2.0,1.0,1.0,156.81690188600064,251.0,0.0,15.0,251.0,0.0
1047,How can I make a JPA OneToOne relation lazy,1444227,1445694,https://stackoverflow.com/questions/1444227/how-can-i-make-a-jpa-onetoone-relation-lazy,https://stackoverflow.com/questions/1444227/how-can-i-make-a-jpa-onetoone-relation-lazy/1445694#1445694,19.0,2.0,0.1052631578947368,1.0,1.0,1.0,4.625,130.64900009871144,9.0,0.0,0.0,3.0,1.0,1.0,1.0,158.88443219785165,251.0,0.0,12.0,251.0,0.0
1048,Java: Getting a substring from a string starting after a particular character,14316487,14316548,https://stackoverflow.com/questions/14316487/java-getting-a-substring-from-a-string-starting-after-a-particular-character,https://stackoverflow.com/questions/14316487/java-getting-a-substring-from-a-string-starting-after-a-particular-character/14316548#14316548,7.0,0.0,0.0,1.0,1.0,1.0,1.0,160.65126722491237,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,253.0,3.0,10.0,250.0,0.0
1050,How to get the name of a class without the package?,2690333,2690339,https://stackoverflow.com/questions/2690333/how-to-get-the-name-of-a-class-without-the-package,https://stackoverflow.com/questions/2690333/how-to-get-the-name-of-a-class-without-the-package/2690339#2690339,8.0,4.0,0.5,1.0,1.0,1.0,12.0,119.70141625669925,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,250.0,3.0,2.0,250.0,0.0
1052,Difference between Inheritance and Composition,2399544,2399554,https://stackoverflow.com/questions/2399544/difference-between-inheritance-and-composition,https://stackoverflow.com/questions/2399544/difference-between-inheritance-and-composition/2399554#2399554,59.0,5.0,0.0847457627118644,11.0,8.0,1.0,3.928571428571429,125.1007364306914,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,251.0,4.0,17.0,249.0,0.0
1053,How to split a comma-separated string?,10631715,10631738,https://stackoverflow.com/questions/10631715/how-to-split-a-comma-separated-string,https://stackoverflow.com/questions/10631715/how-to-split-a-comma-separated-string/10631738#10631738,12.0,0.0,0.0,1.0,1.0,1.0,1.0,157.8484854211024,8.0,0.0,0.0,1.0,1.0,1.0,1.0,159.95690398326485,251.0,1.0,16.0,250.0,0.0
1054,intellij incorrectly saying no beans of type found for autowired repository,26889970,31891805,https://stackoverflow.com/questions/26889970/intellij-incorrectly-saying-no-beans-of-type-found-for-autowired-repository,https://stackoverflow.com/questions/26889970/intellij-incorrectly-saying-no-beans-of-type-found-for-autowired-repository/31891805#31891805,15.0,3.0,0.2,1.0,1.0,1.0,14.0,113.93541021450132,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,249.0,4.0,48.0,249.0,0.0
1055,Check if a Class Object is subclass of another Class Object in Java,4584541,4584552,https://stackoverflow.com/questions/4584541/check-if-a-class-object-is-subclass-of-another-class-object-in-java,https://stackoverflow.com/questions/4584541/check-if-a-class-object-is-subclass-of-another-class-object-in-java/4584552#4584552,3.0,0.0,0.0,1.0,1.0,1.0,1.0,165.05721609892584,10.0,0.0,0.0,1.0,1.0,1.0,1.0,158.79655751643097,250.0,2.0,8.0,249.0,0.0
1056,Java String - See if a string contains only numbers and not letters,10575624,10575676,https://stackoverflow.com/questions/10575624/java-string-see-if-a-string-contains-only-numbers-and-not-letters,https://stackoverflow.com/questions/10575624/java-string-see-if-a-string-contains-only-numbers-and-not-letters/10575676#10575676,10.0,0.0,0.0,3.0,3.0,3.0,2.0,147.10757319135985,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,250.0,6.0,23.0,249.0,0.0
1057,What&#39;s the best way to check if a String represents an integer in Java?,237159,237204,https://stackoverflow.com/questions/237159/whats-the-best-way-to-check-if-a-string-represents-an-integer-in-java,https://stackoverflow.com/questions/237159/whats-the-best-way-to-check-if-a-string-represents-an-integer-in-java/237204#237204,25.0,0.0,0.0,7.0,48.0,9.0,2.75,136.26391094149398,25.0,0.0,0.0,7.0,48.0,9.0,2.75,136.26391094149398,249.0,0.0,40.0,249.0,0.0
1058,Cannot refer to a non-final variable inside an inner class defined in a different method,1299837,1299889,https://stackoverflow.com/questions/1299837/cannot-refer-to-a-non-final-variable-inside-an-inner-class-defined-in-a-differen,https://stackoverflow.com/questions/1299837/cannot-refer-to-a-non-final-variable-inside-an-inner-class-defined-in-a-differen/1299889#1299889,25.0,3.0,0.12,6.0,2.0,1.0,6.8,121.82769939333596,17.0,1.0,0.0588235294117647,2.0,1.0,1.0,6.428571428571429,125.66310269132455,250.0,4.0,20.0,249.0,0.0
1059,Android Split string,3732790,3732820,https://stackoverflow.com/questions/3732790/android-split-string,https://stackoverflow.com/questions/3732790/android-split-string/3732820#3732820,4.0,2.0,0.5,1.0,1.0,1.0,4.0,141.10330067203435,17.0,2.0,0.1176470588235294,1.0,1.0,1.0,1.0,156.0372906109077,250.0,2.0,6.0,248.0,0.0
1060,Java: Check if enum contains a given string?,4936819,4936895,https://stackoverflow.com/questions/4936819/java-check-if-enum-contains-a-given-string,https://stackoverflow.com/questions/4936819/java-check-if-enum-contains-a-given-string/4936895#4936895,19.0,0.0,0.0,3.0,3.0,3.0,4.5,130.63286348055888,19.0,0.0,0.0,5.0,5.0,4.0,3.0,136.74139823191112,248.0,1.0,32.0,248.0,0.0
1061,How to install JDK 11 under Ubuntu?,52504825,52950746,https://stackoverflow.com/questions/52504825/how-to-install-jdk-11-under-ubuntu,https://stackoverflow.com/questions/52504825/how-to-install-jdk-11-under-ubuntu/52950746#52950746,6.0,0.0,0.0,1.0,1.0,1.0,5.5,133.83593166575162,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,250.0,7.0,12.0,248.0,0.0
1062,Mockito.any() pass Interface with Generics,7917635,13932751,https://stackoverflow.com/questions/7917635/mockito-any-pass-interface-with-generics,https://stackoverflow.com/questions/7917635/mockito-any-pass-interface-with-generics/13932751#13932751,13.0,5.0,0.3846153846153846,2.0,1.0,1.0,5.5,129.5853442469375,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,249.0,0.0,8.0,248.0,0.0
1063,What is the difference between iterator and iterable and how to use them?,6863182,6863258,https://stackoverflow.com/questions/6863182/what-is-the-difference-between-iterator-and-iterable-and-how-to-use-them,https://stackoverflow.com/questions/6863182/what-is-the-difference-between-iterator-and-iterable-and-how-to-use-them/6863258#6863258,30.0,2.0,0.0666666666666666,11.0,1.0,1.0,1.0,150.78377361535678,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,250.0,1.0,15.0,250.0,0.0
1064,Rounding BigDecimal to *always* have two decimal places,15643280,15643364,https://stackoverflow.com/questions/15643280/rounding-bigdecimal-to-always-have-two-decimal-places,https://stackoverflow.com/questions/15643280/rounding-bigdecimal-to-always-have-two-decimal-places/15643364#15643364,8.0,0.0,0.0,1.0,1.0,1.0,1.0,159.95690398326485,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,249.0,1.0,1.0,248.0,0.0
1065,getResourceAsStream returns null,16570523,16571046,https://stackoverflow.com/questions/16570523/getresourceasstream-returns-null,https://stackoverflow.com/questions/16570523/getresourceasstream-returns-null/16571046#16571046,17.0,5.0,0.2941176470588235,3.0,5.0,6.0,5.2,128.86902087639209,2.0,0.0,0.0,1.0,1.0,1.0,1.0,167.1656346610883,248.0,9.0,26.0,248.0,0.0
1066,What does it mean: The serializable class does not declare a static final serialVersionUID field?,2288937,2288946,https://stackoverflow.com/questions/2288937/what-does-it-mean-the-serializable-class-does-not-declare-a-static-final-serial,https://stackoverflow.com/questions/2288937/what-does-it-mean-the-serializable-class-does-not-declare-a-static-final-serial/2288946#2288946,29.0,0.0,0.0,4.0,4.0,1.0,6.0,123.54355828257584,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,248.0,3.0,5.0,248.0,0.0
1067,Spring JPA selecting specific columns,22007341,22007664,https://stackoverflow.com/questions/22007341/spring-jpa-selecting-specific-columns,https://stackoverflow.com/questions/22007341/spring-jpa-selecting-specific-columns/22007664#22007664,15.0,0.0,0.0,3.0,1.0,1.0,6.666666666666667,125.49479519911722,5.0,0.0,0.0,1.0,1.0,1.0,13.0,120.84874326446578,248.0,6.0,19.0,248.0,0.0
1068,Why does my Spring Boot App always shutdown immediately after starting?,22380119,22409655,https://stackoverflow.com/questions/22380119/why-does-my-spring-boot-app-always-shutdown-immediately-after-starting,https://stackoverflow.com/questions/22380119/why-does-my-spring-boot-app-always-shutdown-immediately-after-starting/22409655#22409655,17.0,0.0,0.0,1.0,1.0,1.0,3.5,135.74253052128273,11.0,0.0,0.0,1.0,1.0,1.0,1.0,158.30094458144848,248.0,9.0,24.0,248.0,0.0
1069,Why are Java Streams once-off?,28459498,28513908,https://stackoverflow.com/questions/28459498/why-are-java-streams-once-off,https://stackoverflow.com/questions/28459498/why-are-java-streams-once-off/28513908#28513908,10.0,2.0,0.2,1.0,1.0,1.0,5.0,132.72366333499855,11.0,1.0,0.0909090909090909,1.0,1.0,1.0,1.0,158.30094458144848,250.0,10.0,6.0,247.0,0.0
1070,Java 8 - Best way to transform a list: map or foreach?,28319064,28319221,https://stackoverflow.com/questions/28319064/java-8-best-way-to-transform-a-list-map-or-foreach,https://stackoverflow.com/questions/28319064/java-8-best-way-to-transform-a-list-map-or-foreach/28319221#28319221,19.0,2.0,0.1052631578947368,1.0,1.0,1.0,6.833333333333333,124.32555322921922,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,248.0,10.0,8.0,247.0,0.0
1071,Turning a string into a Uri in Android,2709087,2709109,https://stackoverflow.com/questions/2709087/turning-a-string-into-a-uri-in-android,https://stackoverflow.com/questions/2709087/turning-a-string-into-a-uri-in-android/2709109#2709109,4.0,0.0,0.0,1.0,1.0,1.0,6.0,134.53476592068208,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,246.0,0.0,3.0,246.0,0.0
1072,Use String.split() with multiple delimiters,5993779,5993823,https://stackoverflow.com/questions/5993779/use-string-split-with-multiple-delimiters,https://stackoverflow.com/questions/5993779/use-string-split-with-multiple-delimiters/5993823#5993823,16.0,0.0,0.0,2.0,1.0,1.0,1.0,156.12253864435314,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,247.0,5.0,15.0,246.0,0.0
1073,How can I read input from the console using the Scanner class in Java?,11871520,11871792,https://stackoverflow.com/questions/11871520/how-can-i-read-input-from-the-console-using-the-scanner-class-in-java,https://stackoverflow.com/questions/11871520/how-can-i-read-input-from-the-console-using-the-scanner-class-in-java/11871792#11871792,8.0,0.0,0.0,1.0,1.0,1.0,1.0,159.95690398326485,10.0,0.0,0.0,1.0,1.0,1.0,1.0,158.79655751643097,251.0,2.0,17.0,246.0,0.0
1074,Do Java arrays have a maximum size?,3038392,3039805,https://stackoverflow.com/questions/3038392/do-java-arrays-have-a-maximum-size,https://stackoverflow.com/questions/3038392/do-java-arrays-have-a-maximum-size/3039805#3039805,7.0,0.0,0.0,1.0,1.0,1.0,6.333333333333333,130.7488748388394,12.0,0.0,0.0,1.0,1.0,1.0,1.0,157.8484854211024,247.0,3.0,10.0,246.0,0.0
1075,Why doesn&#39;t java.util.Set have get(int index)?,769731,769732,https://stackoverflow.com/questions/769731/why-doesnt-java-util-set-have-getint-index,https://stackoverflow.com/questions/769731/why-doesnt-java-util-set-have-getint-index/769732#769732,17.0,0.0,0.0,1.0,1.0,1.0,1.0,156.0372906109077,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,248.0,5.0,19.0,246.0,0.0
1076,"Difference between @Mock, @MockBean and Mockito.mock()",44200720,44200907,https://stackoverflow.com/questions/44200720/difference-between-mock-mockbean-and-mockito-mock,https://stackoverflow.com/questions/44200720/difference-between-mock-mockbean-and-mockito-mock/44200907#44200907,22.0,5.0,0.2272727272727272,4.0,3.0,1.0,18.0,107.1825567646189,52.0,0.0,0.0,3.0,1.0,1.0,1.0,149.76353266337657,247.0,0.0,3.0,246.0,0.0
1078,When do Java generics require &lt;? extends T&gt; instead of &lt;T&gt; and is there any downside of switching?,897935,897973,https://stackoverflow.com/questions/897935/when-do-java-generics-require-extends-t-instead-of-t-and-is-there-any-down,https://stackoverflow.com/questions/897935/when-do-java-generics-require-extends-t-instead-of-t-and-is-there-any-down/897973#897973,4.0,1.0,0.25,1.0,1.0,1.0,4.0,141.10330067203435,6.0,0.0,0.0,1.0,1.0,1.0,1.0,161.45285076001412,246.0,2.0,7.0,246.0,0.0
1079,Android room persistent: AppDatabase_Impl does not exist,46665621,49323956,https://stackoverflow.com/questions/46665621/android-room-persistent-appdatabase-impl-does-not-exist,https://stackoverflow.com/questions/46665621/android-room-persistent-appdatabase-impl-does-not-exist/49323956#49323956,18.0,0.0,0.0,5.0,3.0,3.0,7.5,122.17863792615526,16.0,2.0,0.125,1.0,1.0,1.0,1.0,156.35253864435316,246.0,5.0,32.0,246.0,0.0
1080,Getting &quot;NoSuchMethodError: org.hamcrest.Matcher.describeMismatch&quot; when running test in IntelliJ 10.5,7869711,7882408,https://stackoverflow.com/questions/7869711/getting-nosuchmethoderror-org-hamcrest-matcher-describemismatch-when-running,https://stackoverflow.com/questions/7869711/getting-nosuchmethoderror-org-hamcrest-matcher-describemismatch-when-running/7882408#7882408,10.0,0.0,0.0,1.0,1.0,1.0,3.0,140.99903844000758,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,245.0,0.0,15.0,245.0,0.0
1081,Should I use Java&#39;s String.format() if performance is important?,513600,513705,https://stackoverflow.com/questions/513600/should-i-use-javas-string-format-if-performance-is-important,https://stackoverflow.com/questions/513600/should-i-use-javas-string-format-if-performance-is-important/513705#513705,6.0,0.0,0.0,1.0,1.0,1.0,1.0,161.45285076001412,20.0,0.0,0.0,3.0,4.0,2.0,3.333333333333333,135.22783274743907,245.0,7.0,13.0,245.0,0.0
1082,Convert String to Uri,3487389,3487413,https://stackoverflow.com/questions/3487389/convert-string-to-uri,https://stackoverflow.com/questions/3487389/convert-string-to-uri/3487413#3487413,11.0,0.0,0.0,1.0,1.0,1.0,4.5,133.93489075367285,4.0,2.0,0.5,1.0,1.0,1.0,1.0,163.56126932217657,244.0,0.0,8.0,244.0,0.0
1083,Value Change Listener to JTextField,3953208,3953219,https://stackoverflow.com/questions/3953208/value-change-listener-to-jtextfield,https://stackoverflow.com/questions/3953208/value-change-listener-to-jtextfield/3953219#3953219,26.0,3.0,0.1153846153846153,4.0,1.0,1.0,1.0,153.1378980022883,20.0,1.0,0.05,5.0,1.0,1.0,1.0,154.27219217751923,244.0,0.0,14.0,244.0,0.0
1084,How to convert CharSequence to String?,7707556,7707563,https://stackoverflow.com/questions/7707556/how-to-convert-charsequence-to-string,https://stackoverflow.com/questions/7707556/how-to-convert-charsequence-to-string/7707563#7707563,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,245.0,1.0,6.0,245.0,0.0
1085,Why should I use Deque over Stack?,12524826,12524949,https://stackoverflow.com/questions/12524826/why-should-i-use-deque-over-stack,https://stackoverflow.com/questions/12524826/why-should-i-use-deque-over-stack/12524949#12524949,9.0,4.0,0.4444444444444444,1.0,1.0,1.0,1.0,159.34443219785166,12.0,0.0,0.0,1.0,1.0,1.0,1.0,157.8484854211024,246.0,2.0,8.0,244.0,0.0
1086,Get list of JSON objects with Spring RestTemplate,23674046,23675418,https://stackoverflow.com/questions/23674046/get-list-of-json-objects-with-spring-resttemplate,https://stackoverflow.com/questions/23674046/get-list-of-json-objects-with-spring-resttemplate/23675418#23675418,17.0,0.0,0.0,1.0,1.0,1.0,7.714285714285714,122.93949347126252,11.0,0.0,0.0,1.0,1.0,1.0,1.0,158.30094458144848,244.0,1.0,15.0,243.0,0.0
1087,Initialize a long in Java,6834037,6834049,https://stackoverflow.com/questions/6834037/initialize-a-long-in-java,https://stackoverflow.com/questions/6834037/initialize-a-long-in-java/6834049#6834049,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,245.0,2.0,4.0,243.0,0.0
1088,How can I count occurrences with groupBy?,25441088,25441208,https://stackoverflow.com/questions/25441088/how-can-i-count-occurrences-with-groupby,https://stackoverflow.com/questions/25441088/how-can-i-count-occurrences-with-groupby/25441208#25441208,12.0,0.0,0.0,1.0,1.0,1.0,5.75,129.5114477731924,13.0,0.0,0.0,1.0,1.0,1.0,5.0,131.3593691597676,243.0,0.0,6.0,243.0,0.0
1089,How do we count rows using older versions of Hibernate (~2009)?,1372317,1372660,https://stackoverflow.com/questions/1372317/how-do-we-count-rows-using-older-versions-of-hibernate-2009,https://stackoverflow.com/questions/1372317/how-do-we-count-rows-using-older-versions-of-hibernate-2009/1372660#1372660,15.0,0.0,0.0,1.0,1.0,1.0,1.0,156.6881389542685,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,243.0,0.0,8.0,243.0,0.0
1090,HashMap with multiple values under the same key,4956844,4956870,https://stackoverflow.com/questions/4956844/hashmap-with-multiple-values-under-the-same-key,https://stackoverflow.com/questions/4956844/hashmap-with-multiple-values-under-the-same-key/4956870#4956870,14.0,3.0,0.2142857142857142,2.0,2.0,1.0,3.333333333333333,137.31254245592046,40.0,14.0,0.35,3.0,1.0,1.0,1.0,151.12782683860752,243.0,3.0,21.0,243.0,0.0
1091,Where is Java&#39;s Array indexOf?,4962361,4962413,https://stackoverflow.com/questions/4962361/where-is-javas-array-indexof,https://stackoverflow.com/questions/4962361/where-is-javas-array-indexof/4962413#4962413,8.0,0.0,0.0,1.0,1.0,1.0,4.0,137.49893533312263,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,243.0,0.0,13.0,243.0,0.0
1092,AssertContains on strings in jUnit,1092219,1092241,https://stackoverflow.com/questions/1092219/assertcontains-on-strings-in-junit,https://stackoverflow.com/questions/1092219/assertcontains-on-strings-in-junit/1092241#1092241,18.0,0.0,0.0,1.0,1.0,1.0,1.0,155.74006685893997,8.0,0.0,0.0,1.0,1.0,1.0,1.0,159.95690398326485,243.0,5.0,12.0,243.0,0.0
1093,How to create Android Facebook Key Hash?,7506392,7506445,https://stackoverflow.com/questions/7506392/how-to-create-android-facebook-key-hash,https://stackoverflow.com/questions/7506392/how-to-create-android-facebook-key-hash/7506445#7506445,19.0,0.0,0.0,1.0,3.0,2.0,6.888888888888889,124.1943784234508,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,243.0,4.0,29.0,243.0,0.0
1094,How to get a reversed list view on a list in Java?,3962766,3962803,https://stackoverflow.com/questions/3962766/how-to-get-a-reversed-list-view-on-a-list-in-java,https://stackoverflow.com/questions/3962766/how-to-get-a-reversed-list-view-on-a-list-in-java/3962803#3962803,19.0,0.0,0.0,1.0,1.0,1.0,1.0,155.45891730833452,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,242.0,4.0,12.0,242.0,0.0
1095,No @XmlRootElement generated by JAXB,819720,2172942,https://stackoverflow.com/questions/819720/no-xmlrootelement-generated-by-jaxb,https://stackoverflow.com/questions/819720/no-xmlrootelement-generated-by-jaxb/2172942#2172942,30.0,3.0,0.1,6.0,1.0,1.0,1.0,151.93377361535678,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,243.0,0.0,17.0,243.0,0.0
1097,Get OS-level system information,25552,25596,https://stackoverflow.com/questions/25552/get-os-level-system-information,https://stackoverflow.com/questions/25552/get-os-level-system-information/25596#25596,11.0,0.0,0.0,1.0,1.0,1.0,5.0,132.22805040001606,20.0,7.0,0.35,2.0,4.0,2.0,5.5,127.34527308325674,242.0,1.0,17.0,242.0,0.0
1098,How to store printStackTrace into a string,4812570,4812589,https://stackoverflow.com/questions/4812570/how-to-store-printstacktrace-into-a-string,https://stackoverflow.com/questions/4812570/how-to-store-printstacktrace-into-a-string/4812589#4812589,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,159.34443219785166,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,241.0,1.0,8.0,241.0,0.0
1099,How to declare an ArrayList with values?,21696784,21696844,https://stackoverflow.com/questions/21696784/how-to-declare-an-arraylist-with-values,https://stackoverflow.com/questions/21696784/how-to-declare-an-arraylist-with-values/21696844#21696844,10.0,0.0,0.0,1.0,1.0,1.0,4.0,136.33858886628877,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,165.05721609892584,243.0,0.0,6.0,241.0,0.0
1101,Handling exceptions from Java ExecutorService tasks,2248131,2248203,https://stackoverflow.com/questions/2248131/handling-exceptions-from-java-executorservice-tasks,https://stackoverflow.com/questions/2248131/handling-exceptions-from-java-executorservice-tasks/2248203#2248203,38.0,2.0,0.0526315789473684,5.0,6.0,3.0,4.555555555555555,126.36972264165976,22.0,1.0,0.0454545454545454,4.0,14.0,11.0,2.333333333333333,140.28035390426408,241.0,2.0,13.0,241.0,0.0
1102,How to retrieve a file from a server via SFTP?,14617,15937,https://stackoverflow.com/questions/14617/how-to-retrieve-a-file-from-a-server-via-sftp,https://stackoverflow.com/questions/14617/how-to-retrieve-a-file-from-a-server-via-sftp/15937#15937,29.0,0.0,0.0,2.0,4.0,2.0,5.636363636363637,125.01638806567344,19.0,8.0,0.4210526315789473,1.0,1.0,1.0,1.0,155.45891730833452,244.0,0.0,16.0,241.0,0.0
1103,Why would a static nested interface be used in Java?,71625,74400,https://stackoverflow.com/questions/71625/why-would-a-static-nested-interface-be-used-in-java,https://stackoverflow.com/questions/71625/why-would-a-static-nested-interface-be-used-in-java/74400#74400,10.0,0.0,0.0,1.0,1.0,1.0,7.333333333333333,126.51918884844964,9.0,1.0,0.1111111111111111,3.0,1.0,1.0,1.0,158.88443219785165,242.0,1.0,11.0,241.0,0.0
1104,"In log4j, does checking isDebugEnabled before logging improve performance?",963492,963681,https://stackoverflow.com/questions/963492/in-log4j-does-checking-isdebugenabled-before-logging-improve-performance,https://stackoverflow.com/questions/963492/in-log4j-does-checking-isdebugenabled-before-logging-improve-performance/963681#963681,11.0,0.0,0.0,2.0,2.0,1.0,5.666666666666667,129.97040748416114,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,244.0,0.0,16.0,242.0,0.0
1105,What is the difference between getFields and getDeclaredFields in Java reflection,16966629,16966699,https://stackoverflow.com/questions/16966629/what-is-the-difference-between-getfields-and-getdeclaredfields-in-java-reflectio,https://stackoverflow.com/questions/16966629/what-is-the-difference-between-getfields-and-getdeclaredfields-in-java-reflectio/16966699#16966699,32.0,0.0,0.0,4.0,1.0,1.0,1.0,152.05817330544144,12.0,0.0,0.0,1.0,1.0,1.0,1.0,157.8484854211024,241.0,2.0,4.0,241.0,0.0
1106,H2 in-memory database. Table not found,5763747,5936988,https://stackoverflow.com/questions/5763747/h2-in-memory-database-table-not-found,https://stackoverflow.com/questions/5763747/h2-in-memory-database-table-not-found/5936988#5936988,35.0,4.0,0.1142857142857142,5.0,12.0,6.0,2.75,134.97425531106367,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,240.0,6.0,25.0,240.0,0.0
1107,How do you get current active/default Environment profile programmatically in Spring?,9267799,9268041,https://stackoverflow.com/questions/9267799/how-do-you-get-current-active-default-environment-profile-programmatically-in-sp,https://stackoverflow.com/questions/9267799/how-do-you-get-current-active-default-environment-profile-programmatically-in-sp/9268041#9268041,14.0,0.0,0.0,3.0,2.0,1.0,12.0,116.33141415943504,4.0,0.0,0.0,1.0,1.0,1.0,3.0,145.7637502457532,241.0,1.0,8.0,241.0,0.0
